raw_text,aspectTerms
"I suggest addressing real world practical examples, applying the theory learned in the classroom. That will make the knowledge acquired ""more tangible.""Some issues are very subjective and, like the motto of our university it reminds us ..., real success does not lies in leatning, but in its application of real life (imagination accompanied by class inside).The instructors ate very well. Maybe it's just a time shortage.Thanks cordially, [student]","[{'term': 'content quality', 'polarity': 'negative'}]"
"There are many students every year that this course fails. Therefore, I think the faculty should consider that this course could change and examine it.","[{'term': 'organization', 'polarity': 'negative'}]"
"[Instructor] teachings are quite confusing, yes, the topic [of the course] itself is very difficult, but the teaching style [instructor] makes it quite difficult to understand the meaning, add that the slides are not veryDetailed and vague in meaning. A incredible moment in particular is to assign tasks a week before an exam, yes, the task is useful, but at least it gives us that final task much earlier.","[{'term': 'instructor', 'polarity': 'neutral'}]"
Organize additional class,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"Grand teacher, very affectionate and respectful.","[{'term': 'organization', 'polarity': 'negative'}]"
"I still have a problem with the current qualification system where the task, if done by code, is obtained 100% and is done writing 75%, but there is no explanation of the source code that really makes it difficult to do as,Well, you know, you know ... we are all really lazy children and lazy children do not read the source code, which is bad, but that is the fact of life.","[{'term': 'instructor', 'polarity': 'neutral'}]"
The task sometimes does not make much sense.,"[{'term': 'organization', 'polarity': 'neutral'}]"
The deadline for tasks too early.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"It is difficult to install [software] on UNIX -based devices, especially with modern arm processors, [software] only admits the architecture x86_64. I think there are many alternatives that natively admit both x86_64 and ARM64 (maybe those thatThey are based on the web or written in Java), since executing netica through the emulation of the Windows, there are cases in which my friends with M1 MacBooks cannot install).","[{'term': 'organization', 'polarity': 'neutral'}]"
"I would like the teacher to help concentrate more on the child behind the room, he would like to teach more slowly so that all students have more efficiency","[{'term': 'motivation', 'polarity': 'neutral'}]"
I don't think this class is necessary for ICT student,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"Everyone should have an extra point. No one can do it on the board.Because some people have already studied and still do not understand that they are only of a good person and think quickly write on the board to get an additional knit score, so it must be given to people who have not done so. I received an additional pointTo make some to obtain additional points scores such as those that can do so.","[{'term': 'content quality', 'polarity': 'neutral'}]"
Extends the period of period allocation for one day.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
Have more flexibility about hybrid classes (online+on the site),"[{'term': 'content quality', 'polarity': 'neutral'}]"
"You want to have a workshop, try to use several tools to see the image.","[{'term': 'motivation', 'polarity': 'neutral'}]"
Eliminate this topic,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"The teacher received the task in class, so when I get sick I can not send the task correctly.While in the online session, the student can send the task with tools.","[{'term': 'organization', 'polarity': 'negative'}]"
The deadline for tasks too early.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"AJ explains that it is not clear every time it gives the task and, [instructor] answers my question in the email or [the system] slowly.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"Lanjan launches project 2 too late, but must be launched in early November in the curriculum. This is very little time to do the project.","[{'term': 'motivation', 'polarity': 'neutral'}]"
I would like to have more HW work than the exam,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"A fun theme for the study, with a reasonable workload.","[{'term': 'instructor', 'polarity': 'neutral'}]"
I like to study this topic online.But I don't want to be strictriers to accelerate the questionnaire too much in the period,"[{'term': 'organization', 'polarity': 'negative'}]"
I think changing other studies should be more useful (such as [course] etc.),"[{'term': 'organization', 'polarity': 'neutral'}]"
This course is very difficult to especially part.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"I want to know each score when I send my homework. Then, I can administer my qualification.","[{'term': 'organization', 'polarity': 'neutral'}]"
"Giving tasks every week and group projects almost every week is too excessive, there is too much workload and those tasks are not really useful to study the course in my opinion. The group's report can be too hard on the minimum pages when there is noenough requirements on what content should be in the report.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"I think all groups should use the [system] system for the presentation of the task. Once I want to verify or send my tasks, I am not sure which one to choose from.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"I find that the instructor is very skilled in this field. However, it is difficult to understand what is taught. I feel that self -learning is definitely necessary if you see this instructor teaching.","[{'term': 'motivation', 'polarity': 'neutral'}]"
Use a microphone,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"The instructor must prepare materials and platform for students, students and make the laboratory more appropriate.","[{'term': 'instructor', 'polarity': 'negative'}]"
Great explanation about class material. It has the class more interesting and fun.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"It will be even better if it is in the work section that students will focus on the topic that the course needs more if to think, study, find the necessary information for itself, now it is fine","[{'term': 'motivation', 'polarity': 'neutral'}]"
